interaction_type,degree,change_polarization,change_opinion,x_i_prior,x_i_post,avg_x_j,topic,topic_title,window_start,window_end,degree_bin,degree_bin_label
same,-1.45,0.0,0.0,2.0,2.0,0.55,Politics,Partisan Alignment,0,5,0,More Moderate
same,-1.2727272727272727,0.0,0.0,2.0,2.0,0.7272727272727273,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.6470588235294117,1.0,1.0,1.0,2.0,0.35294117647058826,Politics,Partisan Alignment,0,5,0,More Moderate
same,-1.3181818181818183,0.0,0.0,2.0,2.0,0.6818181818181818,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.26315789473684215,1.0,1.0,1.0,2.0,0.7368421052631579,Politics,Partisan Alignment,0,5,0,More Moderate
same,0.050000000000000044,1.0,1.0,1.0,2.0,1.05,Politics,Partisan Alignment,0,5,2,More Radical
diff,-0.7391304347826086,1.0,1.0,1.0,2.0,-0.2608695652173913,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-0.7894736842105263,1.0,1.0,-1.0,-2.0,0.21052631578947367,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-1.1,0.0,-0.0,-2.0,-2.0,0.9,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.8636363636363636,1.0,1.0,1.0,2.0,0.13636363636363635,Politics,Partisan Alignment,0,5,0,More Moderate
same,-1.05,0.0,0.0,2.0,2.0,0.95,Politics,Partisan Alignment,0,5,0,More Moderate
same,0.8095238095238095,1.0,1.0,1.0,2.0,1.8095238095238095,Politics,Partisan Alignment,0,5,2,More Radical
same,-0.9130434782608696,0.0,0.0,2.0,2.0,1.0869565217391304,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.55,0.0,0.0,2.0,2.0,1.45,Politics,Partisan Alignment,0,5,0,More Moderate
same,-1.5357142857142856,0.0,0.0,2.0,2.0,0.4642857142857143,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.95,0.0,0.0,2.0,2.0,1.05,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.736842105263158,1.0,1.0,1.0,2.0,0.2631578947368421,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-0.6666666666666667,1.0,1.0,1.0,2.0,-0.3333333333333333,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-1.375,-1.0,-1.0,-2.0,-1.0,0.625,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.6666666666666667,0.0,-0.0,-1.0,-1.0,-0.3333333333333333,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-0.55,1.0,1.0,1.0,2.0,-0.45,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.1428571428571429,1.0,1.0,1.0,2.0,0.8571428571428571,Politics,Partisan Alignment,0,5,0,More Moderate
same,-1.7,-1.0,-1.0,2.0,1.0,0.3,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-0.4285714285714286,-1.0,-1.0,-1.0,0.0,0.5714285714285714,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.33333333333333337,1.0,1.0,1.0,2.0,0.6666666666666666,Politics,Partisan Alignment,0,5,0,More Moderate
same,-1.0454545454545454,0.0,0.0,2.0,2.0,0.9545454545454546,Politics,Partisan Alignment,0,5,0,More Moderate
same,0.11764705882352944,1.0,1.0,1.0,2.0,1.1176470588235294,Politics,Partisan Alignment,0,5,2,More Radical
same,-0.4,1.0,1.0,1.0,2.0,0.6,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-0.3529411764705882,1.0,1.0,-1.0,-2.0,0.6470588235294118,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.7894736842105263,1.0,1.0,1.0,2.0,0.21052631578947367,Politics,Partisan Alignment,0,5,0,More Moderate
same,-1.25,0.0,0.0,2.0,2.0,0.75,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-0.9,1.0,1.0,1.0,2.0,-0.1,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.4444444444444444,0.0,-0.0,-1.0,-1.0,-0.5555555555555556,Politics,Partisan Alignment,0,5,0,More Moderate
same,-1.3,-1.0,-3.0,-2.0,1.0,-0.7,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.6470588235294117,1.0,1.0,-1.0,-2.0,-0.35294117647058826,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.2777777777777778,1.0,1.0,1.0,2.0,0.7222222222222222,Politics,Partisan Alignment,0,5,0,More Moderate
same,0.19999999999999996,1.0,1.0,1.0,2.0,1.2,Politics,Partisan Alignment,0,5,2,More Radical
same,-1.2222222222222223,0.0,0.0,2.0,2.0,0.7777777777777778,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.4782608695652174,1.0,1.0,1.0,2.0,0.5217391304347826,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-0.55,1.0,1.0,-1.0,-2.0,0.45,Politics,Partisan Alignment,0,5,0,More Moderate
same,-1.2,0.0,-0.0,-2.0,-2.0,-0.8,Politics,Partisan Alignment,0,5,0,More Moderate
same,-1.75,0.0,-0.0,-2.0,-2.0,-0.25,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.55,0.0,-0.0,-1.0,-1.0,-0.45,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-1.473684210526316,0.0,0.0,2.0,2.0,-0.5263157894736842,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-0.30434782608695654,0.0,-0.0,-1.0,-1.0,0.6956521739130435,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-1.3333333333333335,0.0,-4.0,-2.0,2.0,0.6666666666666666,Politics,Partisan Alignment,0,5,0,More Moderate
same,-1.7619047619047619,0.0,0.0,2.0,2.0,0.23809523809523808,Politics,Partisan Alignment,0,5,0,More Moderate
diff,0.368421052631579,-1.0,-1.0,-1.0,0.0,1.368421052631579,Politics,Partisan Alignment,0,5,2,More Radical
same,-0.6666666666666667,1.0,1.0,1.0,2.0,0.3333333333333333,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-1.4210526315789473,-1.0,-1.0,-2.0,-1.0,0.5789473684210527,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-0.5789473684210527,1.0,1.0,1.0,2.0,-0.42105263157894735,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.8947368421052632,-1.0,-1.0,-1.0,0.0,-0.10526315789473684,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.5,1.0,1.0,-1.0,-2.0,-0.5,Politics,Partisan Alignment,0,5,0,More Moderate
diff,0.0,0.0,0.0,1.0,1.0,-1.0,Politics,Partisan Alignment,0,5,1,Same
diff,-1.55,0.0,-0.0,-2.0,-2.0,0.45,Politics,Partisan Alignment,0,5,0,More Moderate
same,-1.7894736842105263,0.0,0.0,2.0,2.0,0.21052631578947367,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.09523809523809523,1.0,1.0,1.0,2.0,0.9047619047619048,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.15000000000000002,1.0,1.0,1.0,2.0,0.85,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-0.8125,1.0,1.0,-1.0,-2.0,0.1875,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-1.8421052631578947,0.0,0.0,2.0,2.0,-0.15789473684210525,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-0.9,-1.0,-1.0,-1.0,0.0,0.1,Politics,Partisan Alignment,0,5,0,More Moderate
same,-1.7222222222222223,-2.0,-2.0,-2.0,0.0,-0.2777777777777778,Politics,Partisan Alignment,0,5,0,More Moderate
same,-1.473684210526316,0.0,0.0,2.0,2.0,0.5263157894736842,Politics,Partisan Alignment,0,5,0,More Moderate
diff,0.0,0.0,-0.0,-1.0,-1.0,1.0,Politics,Partisan Alignment,0,5,1,Same
same,-1.9375,0.0,0.0,2.0,2.0,0.0625,Politics,Partisan Alignment,0,5,0,More Moderate
same,-1.4210526315789473,0.0,-0.0,-2.0,-2.0,-0.5789473684210527,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-1.7142857142857144,0.0,-0.0,-2.0,-2.0,0.2857142857142857,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.7391304347826086,0.0,-0.0,-1.0,-1.0,-0.2608695652173913,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-0.9090909090909091,1.0,1.0,-1.0,-2.0,0.09090909090909091,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.5,0.0,-0.0,-1.0,-1.0,-0.5,Politics,Partisan Alignment,0,5,0,More Moderate
same,-1.45,-2.0,-2.0,-2.0,0.0,-0.55,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.4444444444444444,1.0,1.0,-1.0,-2.0,-0.5555555555555556,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.4285714285714286,1.0,1.0,-1.0,-2.0,-0.5714285714285714,Politics,Partisan Alignment,0,5,0,More Moderate
same,-1.3333333333333335,0.0,-0.0,-2.0,-2.0,-0.6666666666666666,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.11111111111111116,0.0,-0.0,-1.0,-1.0,-0.8888888888888888,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.9523809523809523,0.0,-0.0,-1.0,-1.0,-0.047619047619047616,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-0.7647058823529411,1.0,1.0,1.0,2.0,-0.23529411764705882,Politics,Partisan Alignment,0,5,0,More Moderate
same,-1.25,0.0,-0.0,-2.0,-2.0,-0.75,Politics,Partisan Alignment,0,5,0,More Moderate
diff,0.6470588235294117,1.0,1.0,-1.0,-2.0,1.6470588235294117,Politics,Partisan Alignment,0,5,2,More Radical
same,-1.6,0.0,0.0,2.0,2.0,0.4,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.5,1.0,1.0,1.0,2.0,0.5,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-1.9523809523809523,0.0,0.0,2.0,2.0,-0.047619047619047616,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-1.75,0.0,-0.0,-2.0,-2.0,0.25,Politics,Partisan Alignment,0,5,0,More Moderate
diff,0.0,1.0,1.0,1.0,2.0,-1.0,Politics,Partisan Alignment,0,5,1,Same
diff,-1.65,-1.0,-1.0,2.0,1.0,-0.35,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-1.7,0.0,-0.0,-2.0,-2.0,0.3,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-1.5,-1.0,-1.0,-2.0,-1.0,0.5,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.9047619047619048,0.0,-0.0,-1.0,-1.0,-0.09523809523809523,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-0.09999999999999998,1.0,1.0,1.0,2.0,-0.9,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.75,0.0,-0.0,-1.0,-1.0,-0.25,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-0.5769230769230769,1.0,1.0,-1.0,-2.0,0.4230769230769231,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-0.85,1.0,1.0,1.0,2.0,-0.15,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-1.6,-1.0,-1.0,-2.0,-1.0,0.4,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-0.9,0.0,0.0,1.0,1.0,-0.1,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.9473684210526316,1.0,1.0,-1.0,-2.0,-0.05263157894736842,Politics,Partisan Alignment,0,5,0,More Moderate
diff,0.045454545454545414,1.0,1.0,1.0,2.0,-1.0454545454545454,Politics,Partisan Alignment,0,5,2,More Radical
same,-1.24,0.0,-0.0,-2.0,-2.0,-0.76,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.4736842105263158,1.0,1.0,-1.0,-2.0,-0.5263157894736842,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.050000000000000044,0.0,-0.0,-1.0,-1.0,-0.95,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.8571428571428572,1.0,1.0,-1.0,-2.0,-0.14285714285714285,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.8695652173913043,1.0,1.0,1.0,2.0,0.13043478260869565,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-1.45,-1.0,-1.0,-2.0,-1.0,0.55,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-0.35,1.0,1.0,1.0,2.0,-0.65,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-0.5909090909090908,1.0,1.0,1.0,2.0,-0.4090909090909091,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-1.473684210526316,-2.0,-2.0,-2.0,0.0,0.5263157894736842,Politics,Partisan Alignment,0,5,0,More Moderate
same,-1.6470588235294117,0.0,0.0,2.0,2.0,0.35294117647058826,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.30000000000000004,1.0,1.0,1.0,2.0,0.7,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-1.0625,-2.0,-2.0,-2.0,0.0,0.9375,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-1.8571428571428572,0.0,0.0,2.0,2.0,-0.14285714285714285,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-1.2,-1.0,-1.0,-2.0,-1.0,0.8,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-1.52,-2.0,-2.0,-2.0,0.0,0.48,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-0.8333333333333334,1.0,1.0,-1.0,-2.0,0.16666666666666666,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-0.7894736842105263,1.0,1.0,1.0,2.0,-0.21052631578947367,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-1.1764705882352942,0.0,0.0,2.0,2.0,-0.8235294117647058,Politics,Partisan Alignment,0,5,0,More Moderate
same,-1.368421052631579,-1.0,-1.0,-2.0,-1.0,-0.631578947368421,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.44999999999999996,0.0,-0.0,-1.0,-1.0,-0.55,Politics,Partisan Alignment,0,5,0,More Moderate
same,-1.2,-1.0,-1.0,-2.0,-1.0,-0.8,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.6470588235294117,1.0,1.0,1.0,2.0,0.35294117647058826,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-1.473684210526316,-2.0,-2.0,-2.0,0.0,0.5263157894736842,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-1.8181818181818181,0.0,0.0,2.0,2.0,-0.18181818181818182,Politics,Partisan Alignment,0,5,0,More Moderate
same,-1.65,0.0,0.0,2.0,2.0,0.35,Politics,Partisan Alignment,0,5,0,More Moderate
same,-1.6521739130434783,0.0,0.0,2.0,2.0,0.34782608695652173,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.6666666666666667,1.0,1.0,1.0,2.0,0.3333333333333333,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-1.0,-2.0,-2.0,-2.0,0.0,1.0,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.6363636363636364,1.0,1.0,1.0,2.0,0.36363636363636365,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.4545454545454546,1.0,1.0,1.0,2.0,0.5454545454545454,Politics,Partisan Alignment,0,5,0,More Moderate
same,0.17391304347826098,0.0,0.0,1.0,1.0,1.173913043478261,Politics,Partisan Alignment,0,5,2,More Radical
same,0.10000000000000009,1.0,1.0,1.0,2.0,1.1,Politics,Partisan Alignment,0,5,2,More Radical
same,0.26315789473684204,1.0,1.0,1.0,2.0,1.263157894736842,Politics,Partisan Alignment,0,5,2,More Radical
same,0.10000000000000009,1.0,1.0,1.0,2.0,1.1,Politics,Partisan Alignment,0,5,2,More Radical
same,0.0,1.0,1.0,1.0,2.0,1.0,Politics,Partisan Alignment,0,5,1,Same
diff,-0.9473684210526316,-1.0,-1.0,-2.0,-1.0,1.0526315789473684,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.8947368421052632,1.0,1.0,1.0,2.0,0.10526315789473684,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-1.65,-1.0,-3.0,-2.0,1.0,0.35,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.5,1.0,1.0,1.0,2.0,0.5,Politics,Partisan Alignment,0,5,0,More Moderate
same,-1.2727272727272727,0.0,0.0,2.0,2.0,0.7272727272727273,Politics,Partisan Alignment,0,5,0,More Moderate
same,-1.85,0.0,0.0,2.0,2.0,0.15,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-1.5,-1.0,-1.0,-2.0,-1.0,0.5,Politics,Partisan Alignment,0,5,0,More Moderate
same,-1.15,0.0,0.0,2.0,2.0,0.85,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-0.25,0.0,-0.0,-1.0,-1.0,0.75,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-1.5454545454545454,-1.0,-1.0,-2.0,-1.0,0.45454545454545453,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-0.7619047619047619,1.0,1.0,1.0,2.0,-0.23809523809523808,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-1.35,-1.0,-1.0,-2.0,-1.0,0.65,Politics,Partisan Alignment,0,5,0,More Moderate
diff,0.0,1.0,1.0,1.0,2.0,-1.0,Politics,Partisan Alignment,0,5,1,Same
diff,-0.85,0.0,-0.0,-1.0,-1.0,0.15,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.9090909090909091,0.0,-0.0,-1.0,-1.0,-0.09090909090909091,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-1.5909090909090908,-2.0,-2.0,2.0,0.0,-0.4090909090909091,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.5,-1.0,-1.0,-1.0,0.0,-0.5,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-1.5,-1.0,-1.0,-2.0,-1.0,0.5,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-1.2666666666666666,0.0,0.0,2.0,2.0,-0.7333333333333333,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-0.8333333333333334,0.0,-0.0,-1.0,-1.0,0.16666666666666666,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-0.5238095238095238,1.0,1.0,-1.0,-2.0,0.47619047619047616,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-0.6190476190476191,1.0,1.0,1.0,2.0,-0.38095238095238093,Politics,Partisan Alignment,0,5,0,More Moderate
same,-1.75,0.0,0.0,2.0,2.0,0.25,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.5,0.0,0.0,1.0,1.0,0.5,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.7,0.0,0.0,2.0,2.0,1.3,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-0.7272727272727273,0.0,0.0,1.0,1.0,-0.2727272727272727,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-0.40909090909090906,0.0,-0.0,-1.0,-1.0,0.5909090909090909,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-0.30000000000000004,0.0,-0.0,-1.0,-1.0,0.7,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.65,1.0,1.0,1.0,2.0,0.35,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.18181818181818177,1.0,1.0,1.0,2.0,0.8181818181818182,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.7727272727272727,0.0,0.0,2.0,2.0,1.2272727272727273,Politics,Partisan Alignment,0,5,0,More Moderate
same,-1.1,0.0,0.0,2.0,2.0,0.9,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.55,1.0,1.0,1.0,2.0,0.45,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-0.4545454545454546,0.0,-0.0,-1.0,-1.0,0.5454545454545454,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.8500000000000001,0.0,0.0,2.0,2.0,1.15,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-0.19047619047619047,1.0,1.0,-1.0,-2.0,0.8095238095238095,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-0.95,1.0,1.0,1.0,2.0,-0.05,Politics,Partisan Alignment,0,5,0,More Moderate
same,-1.85,0.0,0.0,2.0,2.0,0.15,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-0.7391304347826086,1.0,1.0,1.0,2.0,-0.2608695652173913,Politics,Partisan Alignment,0,5,0,More Moderate
same,-1.1666666666666665,0.0,0.0,2.0,2.0,0.8333333333333334,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.9,0.0,-0.0,-1.0,-1.0,-0.1,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.75,-1.0,-1.0,-1.0,0.0,-0.25,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.9,1.0,1.0,1.0,2.0,0.1,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-0.8125,0.0,-0.0,-1.0,-1.0,0.1875,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-0.6470588235294117,0.0,-0.0,-1.0,-1.0,0.35294117647058826,Politics,Partisan Alignment,0,5,0,More Moderate
same,-1.5,0.0,0.0,2.0,2.0,0.5,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.9230769230769231,0.0,0.0,2.0,2.0,1.0769230769230769,Politics,Partisan Alignment,0,5,0,More Moderate
same,0.18181818181818188,1.0,1.0,1.0,2.0,1.1818181818181819,Politics,Partisan Alignment,0,5,2,More Radical
diff,-1.7272727272727273,0.0,-0.0,-2.0,-2.0,0.2727272727272727,Politics,Partisan Alignment,0,5,0,More Moderate
same,-1.95,0.0,0.0,2.0,2.0,0.05,Politics,Partisan Alignment,0,5,0,More Moderate
same,-1.1363636363636362,0.0,0.0,2.0,2.0,0.8636363636363636,Politics,Partisan Alignment,0,5,0,More Moderate
same,-1.9,0.0,0.0,2.0,2.0,0.1,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-1.1111111111111112,0.0,-0.0,-2.0,-2.0,0.8888888888888888,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-1.380952380952381,0.0,-0.0,-2.0,-2.0,0.6190476190476191,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-1.4705882352941178,-1.0,-1.0,2.0,1.0,-0.5294117647058824,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-1.9166666666666667,0.0,-0.0,-2.0,-2.0,0.08333333333333333,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-0.7894736842105263,1.0,1.0,-1.0,-2.0,0.21052631578947367,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-1.4761904761904763,0.0,0.0,2.0,2.0,-0.5238095238095238,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.8636363636363636,0.0,-0.0,-1.0,-1.0,-0.13636363636363635,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.8888888888888888,1.0,1.0,1.0,2.0,0.1111111111111111,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.8999999999999999,0.0,0.0,2.0,2.0,1.1,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.6956521739130435,1.0,1.0,1.0,2.0,0.30434782608695654,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.09999999999999998,1.0,1.0,1.0,2.0,0.9,Politics,Partisan Alignment,0,5,0,More Moderate
diff,0.5,1.0,1.0,-1.0,-2.0,1.5,Politics,Partisan Alignment,0,5,2,More Radical
same,-0.1428571428571429,1.0,1.0,1.0,2.0,0.8571428571428571,Politics,Partisan Alignment,0,5,0,More Moderate
same,-1.25,0.0,0.0,2.0,2.0,0.75,Politics,Partisan Alignment,0,5,0,More Moderate
same,-1.1,0.0,0.0,2.0,2.0,0.9,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.6956521739130435,1.0,1.0,1.0,2.0,0.30434782608695654,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-0.7222222222222222,1.0,1.0,-1.0,-2.0,0.2777777777777778,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-0.75,1.0,1.0,-1.0,-2.0,0.25,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-0.5263157894736843,0.0,0.0,1.0,1.0,-0.47368421052631576,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-0.44999999999999996,1.0,1.0,1.0,2.0,-0.55,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-0.75,0.0,-0.0,-1.0,-1.0,0.25,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-0.8571428571428572,0.0,-0.0,-1.0,-1.0,0.14285714285714285,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-0.75,0.0,0.0,1.0,1.0,-0.25,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.7,1.0,1.0,1.0,2.0,0.3,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.4,1.0,1.0,1.0,2.0,0.6,Politics,Partisan Alignment,0,5,0,More Moderate
same,0.0,1.0,1.0,1.0,2.0,1.0,Politics,Partisan Alignment,0,5,1,Same
same,-1.4285714285714286,0.0,0.0,2.0,2.0,0.5714285714285714,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.4782608695652174,1.0,1.0,1.0,2.0,0.5217391304347826,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-1.15,-1.0,-1.0,-2.0,-1.0,0.85,Politics,Partisan Alignment,0,5,0,More Moderate
same,-1.95,0.0,0.0,2.0,2.0,0.05,Politics,Partisan Alignment,0,5,0,More Moderate
same,-1.1,0.0,0.0,2.0,2.0,0.9,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-0.9090909090909091,1.0,1.0,1.0,2.0,-0.09090909090909091,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.6666666666666667,1.0,1.0,-1.0,-2.0,-0.3333333333333333,Politics,Partisan Alignment,0,5,0,More Moderate
same,-1.8235294117647058,-2.0,-2.0,-2.0,0.0,-0.17647058823529413,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-1.5625,-1.0,-1.0,-2.0,-1.0,0.4375,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.7,1.0,1.0,1.0,2.0,0.3,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.7058823529411764,1.0,1.0,1.0,2.0,0.29411764705882354,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-0.5238095238095238,0.0,-0.0,-1.0,-1.0,0.47619047619047616,Politics,Partisan Alignment,0,5,0,More Moderate
diff,-1.8695652173913044,-2.0,-2.0,2.0,0.0,-0.13043478260869565,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.2727272727272727,0.0,-0.0,-1.0,-1.0,-0.7272727272727273,Politics,Partisan Alignment,0,5,0,More Moderate
same,-1.2608695652173914,0.0,0.0,2.0,2.0,0.7391304347826086,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.13636363636363635,0.0,0.0,1.0,1.0,0.8636363636363636,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.65,0.0,0.0,1.0,1.0,0.35,Politics,Partisan Alignment,0,5,0,More Moderate
same,-1.7619047619047619,0.0,-0.0,-2.0,-2.0,-0.23809523809523808,Politics,Partisan Alignment,0,5,0,More Moderate
same,-0.4285714285714286,1.0,1.0,-1.0,-2.0,-0.5714285714285714,Politics,Partisan Alignment,0,5,0,More Moderate
